epoch,combined_model_1_loss,combined_model_loss,loss,val_combined_model_1_loss,val_combined_model_loss,val_loss
0,0.4227796196937561,2.9473280906677246,0.7175132036209106,0.18645675480365753,1.7233047485351562,0.3587871193885803
1,0.1309066265821457,1.6652867794036865,0.2974356412887573,0.12929923832416534,1.4798753261566162,0.2772866189479828
2,0.0992712676525116,1.4417427778244019,0.24344545602798462,0.12359219789505005,1.3032573461532593,0.2539180517196655
3,0.08724113553762436,1.3141427040100098,0.21865540742874146,0.11468791216611862,1.3635895252227783,0.25104665756225586
4,0.08036738634109497,1.2355939149856567,0.20392663776874542,0.08932279050350189,1.3967262506484985,0.22899527847766876
5,0.07527327537536621,1.181897521018982,0.1934630423784256,0.09195085614919662,1.0936176776885986,0.20131246745586395
6,0.07182769477367401,1.1332006454467773,0.18514768779277802,0.07721827179193497,1.0395020246505737,0.18116852641105652
7,0.06914930045604706,1.0895730257034302,0.1781066656112671,0.07121166586875916,1.0764110088348389,0.17885275185108185
8,0.06770604848861694,1.0513705015182495,0.17284317314624786,0.07390998303890228,1.1066800355911255,0.18457826972007751
9,0.06554916501045227,1.0282706022262573,0.1683763563632965,0.0835045650601387,0.9937000870704651,0.18287473917007446
10,0.06358636915683746,1.0001342296600342,0.1635999083518982,0.0803273469209671,0.9881370067596436,0.17914102971553802
11,0.06192317232489586,0.9809252023696899,0.16001586616039276,0.06951064616441727,0.9466138482093811,0.1641720086336136
12,0.06069781631231308,0.9590883255004883,0.15660671889781952,0.06994244456291199,0.9168177247047424,0.16162407398223877
13,0.060000333935022354,0.9396425485610962,0.15396438539028168,0.06890635937452316,1.2826473712921143,0.19717107713222504
14,0.05791711062192917,0.9254269003868103,0.15045981109142303,0.0604688823223114,0.892896831035614,0.14975863695144653
15,0.05646972358226776,0.9033653140068054,0.14680607616901398,0.05718091130256653,0.8725497722625732,0.14443610608577728
16,0.055731646716594696,0.8892802596092224,0.14465951919555664,0.057031016796827316,0.8649584054946899,0.14352679252624512
17,0.05481066554784775,0.8751763105392456,0.14232835173606873,0.06437290459871292,0.9323815703392029,0.1576111912727356
18,0.05399562045931816,0.8580158948898315,0.13979721069335938,0.05595501512289047,0.8689661026000977,0.14285153150558472
19,0.052788324654102325,0.8422482013702393,0.13701316714286804,0.061834558844566345,0.8108884692192078,0.14292345941066742
20,0.051958002150058746,0.8241981863975525,0.13437770307064056,0.06432661414146423,0.7979346513748169,0.14411991834640503
21,0.05101082846522331,0.8211079239845276,0.1331215500831604,0.05600091814994812,0.9206217527389526,0.14806300401687622
22,0.05049066245555878,0.8021547794342041,0.1307060718536377,0.05529383569955826,0.8052959442138672,0.13582342863082886
23,0.04999532178044319,0.7912167906761169,0.12911711633205414,0.05169600620865822,0.7473665475845337,0.12643268704414368
24,0.04920586198568344,0.7884401679039001,0.12804996967315674,0.05637536197900772,0.8652052283287048,0.1428958773612976
25,0.04859260842204094,0.7737858295440674,0.12597131729125977,0.06003535911440849,0.8411375880241394,0.1441490799188614
26,0.04813121259212494,0.7650250196456909,0.12463358044624329,0.05418374389410019,0.877001941204071,0.14188380539417267
27,0.04796219989657402,0.7553714513778687,0.12349934875965118,0.049921054393053055,0.8770674467086792,0.13762781023979187
28,0.046505868434906006,0.7427664995193481,0.1207825168967247,0.05189237743616104,0.720980703830719,0.1239905133843422
29,0.04633055254817009,0.7280914783477783,0.1191396415233612,0.05507148429751396,0.7437996864318848,0.12945139408111572
30,0.04616765305399895,0.7182437181472778,0.11799193173646927,0.052498843520879745,0.7273938655853271,0.1252383589744568
31,0.04548408091068268,0.7155744433403015,0.1170414537191391,0.048085492104291916,0.7147001028060913,0.11955545097589493
32,0.0451921783387661,0.7011876106262207,0.11531083285808563,0.050325822085142136,0.7641758918762207,0.12674346566200256
33,0.04481250047683716,0.6981045603752136,0.11462283879518509,0.05142754316329956,0.6870723962783813,0.12013475596904755
34,0.04398203641176224,0.6907559037208557,0.1130576804280281,0.051647789776325226,0.6859763264656067,0.12024541199207306
35,0.04407896846532822,0.6878201961517334,0.11286091804504395,0.04970874264836311,0.6940594911575317,0.11911468207836151
36,0.04387577250599861,0.6753872036933899,0.1114145815372467,0.05457631126046181,0.8273399472236633,0.1373101770877838
37,0.04346730187535286,0.6709975004196167,0.11056701838970184,0.04809258133172989,0.6731529831886292,0.11540789157152176
38,0.04296543449163437,0.6655942797660828,0.10952499508857727,0.05258513614535332,0.8530892729759216,0.13789403438568115
39,0.04260987415909767,0.6554539203643799,0.10815534740686417,0.05731402710080147,0.6281319856643677,0.12012729048728943
40,0.04240734875202179,0.6501532793045044,0.10742264240980148,0.046095963567495346,0.6482440233230591,0.1109204962849617
41,0.041724659502506256,0.644046425819397,0.10612929612398148,0.049039069563150406,0.7401992082595825,0.12305904924869537
42,0.04132049158215523,0.638096809387207,0.10512997210025787,0.049360036849975586,0.662701427936554,0.11563019454479218
43,0.04168480262160301,0.6282411217689514,0.10450901836156845,0.045803964138031006,0.6237003803253174,0.10817395895719528
44,0.04101908206939697,0.6222392320632935,0.10324297100305557,0.04526133090257645,0.6231078505516052,0.10757213085889816
45,0.040998708456754684,0.6148229241371155,0.10248102247714996,0.046328917145729065,0.6567170023918152,0.11200059205293655
46,0.04048309102654457,0.6121289134025574,0.10169587284326553,0.04609200730919838,0.6232836246490479,0.10842040926218033
47,0.040511004626750946,0.6091850399971008,0.10142941772937775,0.043697405606508255,0.611384391784668,0.10483580827713013
48,0.04004266858100891,0.6043839454650879,0.10048094391822815,0.04622197896242142,0.5940107107162476,0.10562296956777573
49,0.040162988007068634,0.5953492522239685,0.09969799965620041,0.0485360249876976,0.6166805624961853,0.1102040559053421
50,0.039827752858400345,0.5870880484580994,0.09853652864694595,0.04672807827591896,0.6748663187026978,0.11421462148427963
51,0.0397658497095108,0.5848360061645508,0.09824933856725693,0.04326827451586723,0.5896644592285156,0.10223472118377686
52,0.039492614567279816,0.5769183039665222,0.09718453884124756,0.044606007635593414,0.5998724102973938,0.10459332913160324
53,0.038794148713350296,0.5746358633041382,0.09625789523124695,0.04076084867119789,0.5843994617462158,0.09920084476470947
54,0.03871103748679161,0.565727174282074,0.09528380632400513,0.047682639211416245,0.6118075251579285,0.108863465487957
55,0.03897435963153839,0.5670310258865356,0.09567750990390778,0.047524888068437576,0.6265094876289368,0.11017575114965439
56,0.038647815585136414,0.5601392388343811,0.09466178715229034,0.042838022112846375,0.5855025053024292,0.10138815641403198
57,0.03822774067521095,0.5555124282836914,0.09377890080213547,0.044485218822956085,0.5775498151779175,0.10224024951457977
58,0.03831934556365013,0.552217423915863,0.09354119002819061,0.04441995173692703,0.6300985217094421,0.10742980986833572
59,0.0382358580827713,0.5482237935066223,0.093058280646801,0.04512662813067436,0.5810052156448364,0.10322722047567368
60,0.03802982717752457,0.5391992330551147,0.09194975346326828,0.04565228521823883,0.5990858674049377,0.10556083172559738
61,0.03757242113351822,0.5385591983795166,0.09142835438251495,0.04145422205328941,0.5627667903900146,0.09773100167512894
62,0.03718225657939911,0.5331639051437378,0.09049858152866364,0.04287179559469223,0.5827285051345825,0.10114461928606033
63,0.03757494315505028,0.5318524837493896,0.0907602310180664,0.04203406348824501,0.553025484085083,0.09733658283948898
64,0.03731700778007507,0.5295687913894653,0.09027399867773056,0.05061141774058342,0.5521239042282104,0.1058238297700882
65,0.03692025691270828,0.5199600458145142,0.08891631662845612,0.042691320180892944,0.5525384545326233,0.0979451835155487
66,0.03682377561926842,0.5183451771736145,0.08865826576948166,0.047411393374204636,0.6252449750900269,0.10993578284978867
67,0.03663017228245735,0.5122361779212952,0.08785387873649597,0.04126574844121933,0.6350023746490479,0.10476598143577576
68,0.0365813709795475,0.5105447173118591,0.0876358151435852,0.04083181917667389,0.5333961844444275,0.09417147934436798
69,0.036238815635442734,0.5082420706748962,0.08706311136484146,0.04794960469007492,0.5848767161369324,0.10643734037876129
70,0.03587242215871811,0.49831870198249817,0.08570420742034912,0.04074769839644432,0.511515200138092,0.09189920872449875
71,0.03587116301059723,0.49685224890708923,0.08555640280246735,0.04715639352798462,0.5555276274681091,0.10270920395851135
72,0.035572923719882965,0.49687284231185913,0.08526010811328888,0.04070059955120087,0.5055621862411499,0.09125680476427078
73,0.035786066204309464,0.49208930134773254,0.08499503880739212,0.03783584013581276,0.5295267105102539,0.09078851342201233
74,0.03551022335886955,0.48682233691215515,0.08419235795736313,0.03965263068675995,0.5175989270210266,0.09141256660223007
75,0.03531137853860855,0.4899267852306366,0.08430397510528564,0.039262570440769196,0.6083280444145203,0.10009532421827316
76,0.03513006120920181,0.4800988733768463,0.08313988149166107,0.043349407613277435,0.5186597108840942,0.09521542489528656
77,0.03539484739303589,0.4779476821422577,0.08318959176540375,0.04091138020157814,0.49827295541763306,0.09073862433433533
78,0.034817833453416824,0.4732477366924286,0.08214254677295685,0.03831861540675163,0.5233883261680603,0.09065738320350647
79,0.03455842658877373,0.471607506275177,0.08171913772821426,0.04196452349424362,0.49868881702423096,0.09183349460363388
80,0.034272823482751846,0.4661790728569031,0.08089068531990051,0.03752315044403076,0.4999377727508545,0.08751686662435532
81,0.034200020134449005,0.46745598316192627,0.08094574511051178,0.041655924171209335,0.4946901500225067,0.09112495183944702
82,0.033994872123003006,0.4635680019855499,0.08035171777009964,0.040806323289871216,0.5138115882873535,0.09218750149011612
83,0.03411402925848961,0.46465468406677246,0.08057929575443268,0.04083365574479103,0.5008783340454102,0.09092147648334503
84,0.0337723009288311,0.45718827843666077,0.07949117571115494,0.038868896663188934,0.5265201330184937,0.09152093529701233
85,0.03365118429064751,0.4567291736602783,0.07932408154010773,0.04166417196393013,0.5198115706443787,0.09364543855190277
86,0.03362354263663292,0.4543575644493103,0.07905944436788559,0.045333921909332275,0.5380831360816956,0.09914220124483109
87,0.03333108872175217,0.4483271837234497,0.07816380262374878,0.03781735524535179,0.4904971420764923,0.0868670865893364
88,0.03327474370598793,0.44430556893348694,0.07770518958568573,0.04083150625228882,0.5150781869888306,0.09233933687210083
89,0.03319511562585831,0.44711652398109436,0.0779067650437355,0.04076280817389488,0.5161288380622864,0.09237565100193024
90,0.03285876661539078,0.4436418116092682,0.07722296565771103,0.03772951662540436,0.47117355465888977,0.08484688401222229
91,0.032774172723293304,0.4418273866176605,0.07695681601762772,0.03736736252903938,0.4815598130226135,0.08552335202693939
92,0.03295579552650452,0.4342027008533478,0.07637608796358109,0.034980177879333496,0.5213485360145569,0.08711501955986023
93,0.03219957649707794,0.4322207570075989,0.07542157918214798,0.04553097486495972,0.5081658959388733,0.09634745866060257
94,0.032573409378528595,0.4336148500442505,0.07593493163585663,0.040771566331386566,0.467343270778656,0.08750592172145844
95,0.03229189291596413,0.428056538105011,0.07509748637676239,0.03998089209198952,0.4979040324687958,0.0897713154554367
96,0.032251376658678055,0.4276167154312134,0.07501304894685745,0.037233415991067886,0.47683730721473694,0.08491707593202591
97,0.03194280341267586,0.42794355750083923,0.07473721355199814,0.036437440663576126,0.47615110874176025,0.08405263721942902
98,0.03196030482649803,0.4233062267303467,0.07429102063179016,0.04117901623249054,0.543003261089325,0.09547942876815796
99,0.03194696828722954,0.4229586720466614,0.07424279302358627,0.0367593877017498,0.4693378508090973,0.0836932435631752
